trip_id,route_id,service_id,trip_headsign,direction_id,shape_id
773970,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773971,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773972,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773973,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773974,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773975,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773976,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773977,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773978,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773979,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773980,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773981,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773982,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773983,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773986,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773987,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773988,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773989,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773990,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773991,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773992,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773993,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
773994,MB,paellasobralutvia2_vers_26.pex,Kabiezes,0,BSR_KAB
773995,MB,paellasobralutvia2_vers_26.pex,Basauri,1,KAB_BSR
784026,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784027,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784028,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784029,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784030,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784031,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784032,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784033,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784034,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784035,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784036,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784037,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784038,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784039,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784040,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784041,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784042,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784043,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784044,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784045,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784046,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784047,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784048,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784049,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784050,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784051,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784052,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784053,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784054,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784056,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784058,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784059,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784060,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784061,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784062,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784063,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784064,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784065,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784066,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784067,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784068,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784069,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784070,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784071,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784072,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784073,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784074,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784075,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784078,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784079,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784081,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784082,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784083,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784084,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784085,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784086,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784087,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784088,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784089,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784090,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784091,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784092,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784093,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784094,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784095,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784096,MB,obralutvia2_fiealgver2d_26.pex,Basauri,1,KAB_BSR
784097,MB,obralutvia2_fiealgver2d_26.pex,Kabiezes,0,BSR_KAB
784099,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784100,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784101,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784102,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784103,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784104,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784105,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784106,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784107,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784108,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784109,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
784110,MB,obralutvia2_fiealgver2d_26.pex,Etxebarri,1,PLE_ETX
784111,MB,obralutvia2_fiealgver2d_26.pex,Plentzia,0,ETX_PLE
785236,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785237,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785238,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785239,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785240,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785241,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785242,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785243,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785244,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785245,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785246,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,SOP_ETX
785247,MB,obralutvia2_ver1v_26.pex,Basauri,1,SIN_BSR
785248,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785249,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785250,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785251,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785252,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785253,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785254,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785255,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785256,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785257,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785258,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785259,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785260,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785261,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785262,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785263,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785264,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785265,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785266,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785267,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785268,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785269,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785270,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785271,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785272,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785273,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785274,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785275,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785276,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785277,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785278,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785279,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785280,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785281,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785282,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785283,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785284,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785285,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785286,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785287,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785288,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785289,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785290,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785291,MB,obralutvia2_ver1v_26.pex,Sopela,0,ETX_SOP
785292,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785293,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785294,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785295,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785296,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785297,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785298,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785299,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785300,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785301,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785302,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785303,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785304,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,LAR_ETX
785305,MB,obralutvia2_ver1v_26.pex,Larrabasterra,0,ETX_LAR
785306,MB,obralutvia2_ver1v_26.pex,Sopela,0,ETX_SOP
785307,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785308,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785309,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785310,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785311,MB,obralutvia2_ver1v_26.pex,Sopela,0,ETX_SOP
785312,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785313,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785314,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785315,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785316,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785317,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785318,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785319,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785320,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785321,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785322,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,IBB_ETX
785323,MB,obralutvia2_ver1v_26.pex,Ibarbengoa,0,ETX_IBB
785324,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785325,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785326,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785327,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785328,MB,obralutvia2_ver1v_26.pex,Plentzia,0,ETX_PLE
785329,MB,obralutvia2_ver1v_26.pex,Etxebarri,1,PLE_ETX
785330,MB,obralutvia2_ver1v_26.pex,Basauri,1,SOP_BSR
785331,MB,obralutvia2_ver1v_26.pex,San Ignazio,0,BSR_SIN
785332,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785333,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785334,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785335,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785336,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785337,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
785338,MB,obralutvia2_ver1v_26.pex,Kabiezes,0,BSR_KAB
785339,MB,obralutvia2_ver1v_26.pex,Basauri,1,KAB_BSR
781216,MB,astnag1d_26.pex,Plentzia,0,ETX_PLE
781217,MB,astnag1d_26.pex,Etxebarri,1,PLE_ETX
781218,MB,astnag1d_26.pex,Plentzia,0,ETX_PLE
781220,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781222,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781223,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781224,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781225,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781226,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781227,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781228,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781229,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781230,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781231,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781232,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781233,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781234,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781235,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781236,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781237,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781238,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781239,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781240,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781241,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781242,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781243,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781244,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781245,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781246,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781247,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781248,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781250,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781251,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781252,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781253,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781254,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781255,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781256,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781257,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781258,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781259,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781260,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781261,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781262,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781263,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781264,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781265,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781266,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781267,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781268,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781269,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781270,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781271,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781272,MB,astnag1d_26.pex,Larrabasterra,0,ETX_LAR
781273,MB,astnag1d_26.pex,Etxebarri,1,LAR_ETX
781274,MB,astnag1d_26.pex,Kabiezes,0,ETX_KAB
781275,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781276,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781277,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781278,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781279,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781280,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781281,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781282,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
781283,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781284,MB,astnag1d_26.pex,Plentzia,0,ETX_PLE
781285,MB,astnag1d_26.pex,Etxebarri,1,PLE_ETX
781286,MB,astnag1d_26.pex,Kabiezes,0,ETX_KAB
781287,MB,astnag1d_26.pex,Basauri,1,KAB_BSR
781288,MB,astnag1d_26.pex,Kabiezes,0,BSR_KAB
